period,variable,value
30,MC_10,-0.027597596232316515
31,MC_10,-0.02759981772225225
32,MC_10,-0.027586343276993573
33,MC_10,-0.02755914438709507
34,MC_10,-0.02751994997705384
35,MC_10,-0.02747027397674565
36,MC_10,-0.027411441253813795
37,MC_10,-0.027344611228888812
38,MC_10,-0.027270798953977746
39,MC_10,-0.027190893688597114
40,MC_10,-0.027105675139184087
1,L_10,1.6237659429543592
2,L_10,0.5602554443847394
3,L_10,0.15986685882003226
4,L_10,0.026580500346933048
5,L_10,-0.005533422857917612
6,L_10,-0.0037629785921552425
7,L_10,0.006161712935116733
8,L_10,0.015475046386425715
9,L_10,0.021970669245737377
10,L_10,0.025725317138153746
11,L_10,0.02742645935274827
12,L_10,0.027777006926443613
13,L_10,0.02732595308835419
14,L_10,0.02645393757940594
15,L_10,0.025405433550007954
16,L_10,0.02432736887081127
17,L_10,0.023301479016690177
18,L_10,0.02236807486742815
19,L_10,0.021542333193511023
20,L_10,0.020824967960040897
21,L_10,0.02020897686955904
22,L_10,0.019683765762917266
23,L_10,0.01923757546128075
24,L_10,0.018858837827579345
25,L_10,0.018536873216452344
26,L_10,0.01826219423575649
27,L_10,0.018026582793264655
28,L_10,0.017823043646525406
29,L_10,0.017645696877353387
30,L_10,0.01748964599924114
31,L_10,0.017350842444312994
32,L_10,0.017225957437392095
33,L_10,0.017112266449493343
34,L_10,0.01700754805210869
35,L_10,0.016909997124519873
36,L_10,0.016818151404330225
37,L_10,0.01673082994486038
38,L_10,0.016647081922420728
39,L_10,0.016566144281856363
40,L_10,0.016487406836438213
1,Y_11,-0.051695763223416194
2,Y_11,-0.027598672840269158
3,Y_11,0.0030600050290979543
4,Y_11,0.02762247318885162
5,Y_11,0.043609538185221876
6,Y_11,0.05222736945179987
7,Y_11,0.05549547298967489
8,Y_11,0.05525014045044646
9,Y_11,0.05289039625746764
10,Y_11,0.04939102912316273
11,Y_11,0.045391529089554496
12,Y_11,0.04128999755423232
13,Y_11,0.0373201292037372
14,Y_11,0.03360804583562768
15,Y_11,0.030211913963031228
16,Y_11,0.02714854652448927
17,Y_11,0.024410764931950997
18,Y_11,0.02197844942842679
